timestamp,simulation_time,phase_id,phase_duration,avg_wait_time,max_wait_time,throughput,queue_length
2025-03-28 13:47:19,0.010526657104492188,1,20,2.5,6,0,10
2025-03-28 13:47:19,0.1251544952392578,1,20,2.5,6,0,10
2025-03-28 13:47:19,0.23360776901245117,1,20,2.5,6,0,10
2025-03-28 13:47:19,0.3456149101257324,1,20,2.25,6,0,9
2025-03-28 13:47:20,0.4471900463104248,1,20,2.0,6,0,8
2025-03-28 13:47:20,0.5607438087463379,1,20,1.75,6,0,7
2025-03-28 13:47:20,0.6683051586151123,1,20,1.75,6,0,7
2025-03-28 13:47:20,0.7753221988677979,1,20,1.75,6,0,7
2025-03-28 13:47:20,0.8767509460449219,1,20,1.75,6,0,7
2025-03-28 13:47:20,0.9856719970703125,1,20,1.75,6,0,7
2025-03-28 13:47:20,1.0973460674285889,1,20,1.75,6,0,7
2025-03-28 13:47:20,1.1998469829559326,1,20,1.75,6,0,7
2025-03-28 13:47:20,1.3069512844085693,1,20,1.75,6,0,7
2025-03-28 13:47:21,1.4167132377624512,1,20,1.75,6,0,7
2025-03-28 13:47:21,1.5287950038909912,1,20,1.75,6,0,7
2025-03-28 13:47:21,1.6299357414245605,1,20,1.75,6,0,7
2025-03-28 13:47:21,1.7372286319732666,1,20,1.75,6,0,7
2025-03-28 13:47:21,1.8490703105926514,1,20,2.25,6,0,9
2025-03-28 13:47:21,1.9509503841400146,1,20,2.0,6,0,8
2025-03-28 13:47:21,2.0631191730499268,1,20,2.0,6,0,8
2025-03-28 13:47:21,2.169994831085205,1,20,2.0,6,0,8
2025-03-28 13:47:21,2.2766594886779785,1,20,2.0,6,0,8
2025-03-28 13:47:22,2.3841450214385986,1,20,2.0,6,0,8
2025-03-28 13:47:22,2.4873905181884766,1,20,2.0,6,0,8
2025-03-28 13:47:22,2.5926826000213623,1,20,2.0,6,0,8
2025-03-28 13:47:22,2.6992714405059814,1,20,2.25,6,0,9
2025-03-28 13:47:22,2.811215400695801,1,20,2.25,6,0,9
2025-03-28 13:47:22,2.9169771671295166,1,20,2.0,6,0,8
2025-03-28 13:47:22,3.024129867553711,1,20,2.0,6,0,8
2025-03-28 13:47:22,3.1253228187561035,1,20,2.0,6,0,8
2025-03-28 13:47:22,3.2358624935150146,1,20,2.0,6,0,8
2025-03-28 13:47:22,3.3396904468536377,1,20,2.0,6,0,8
2025-03-28 13:47:23,3.448542833328247,1,20,2.0,6,0,8
2025-03-28 13:47:23,3.5565292835235596,1,20,2.5,6,0,10
2025-03-28 13:47:23,3.66098690032959,1,20,2.25,6,0,9
2025-03-28 13:47:23,3.7681753635406494,1,20,2.25,6,0,9
2025-03-28 13:47:23,3.876163959503174,1,20,2.25,6,0,9
2025-03-28 13:47:23,3.9819915294647217,1,20,2.25,6,0,9
2025-03-28 13:47:23,4.094920873641968,1,20,2.25,6,0,9
2025-03-28 13:47:23,4.196057081222534,1,20,2.25,6,0,9
2025-03-28 13:47:23,4.308771371841431,1,20,2.5,6,0,10
