timestamp,simulation_time,phase_id,phase_duration,avg_wait_time,max_wait_time,throughput,queue_length
2025-03-28 13:52:55,0.010483741760253906,1,20,4.75,6,0,19
2025-03-28 13:52:56,0.1288437843322754,1,20,4.5,6,0,18
2025-03-28 13:52:56,0.23998546600341797,1,20,4.0,6,0,16
2025-03-28 13:52:56,0.34870171546936035,1,20,4.0,6,0,16
2025-03-28 13:52:56,0.45569753646850586,1,20,3.75,6,0,15
2025-03-28 13:52:56,0.562387228012085,1,20,3.5,6,0,14
2025-03-28 13:52:56,0.6703715324401855,1,20,3.5,6,0,14
2025-03-28 13:52:56,0.7719991207122803,1,20,3.0,6,0,12
2025-03-28 13:52:56,0.8846859931945801,1,20,2.75,6,0,11
2025-03-28 13:52:56,0.9916152954101562,1,20,2.5,6,0,10
2025-03-28 13:52:57,1.0928936004638672,1,20,2.5,6,0,10
2025-03-28 13:52:57,1.2065839767456055,1,20,2.5,6,0,10
2025-03-28 13:52:57,1.312523365020752,1,20,2.25,6,0,9
2025-03-28 13:52:57,1.415630578994751,1,20,2.25,6,0,9
2025-03-28 13:52:57,1.5253126621246338,1,20,2.0,6,0,8
2025-03-28 13:52:57,1.6364407539367676,1,20,2.0,6,0,8
2025-03-28 13:52:57,1.7441966533660889,1,20,2.25,7,0,9
2025-03-28 13:52:57,1.8453102111816406,1,20,2.25,7,0,9
2025-03-28 13:52:57,1.9519860744476318,1,20,2.25,7,0,9
2025-03-28 13:52:58,2.0662741661071777,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.167039632797241,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.274104595184326,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.3856606483459473,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.4889674186706543,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.59633207321167,1,20,2.0,7,0,8
2025-03-28 13:52:58,2.7064502239227295,1,20,2.25,8,0,9
2025-03-28 13:52:58,2.810704469680786,1,20,2.25,8,0,9
2025-03-28 13:52:58,2.923483371734619,1,20,2.5,8,0,10
2025-03-28 13:52:58,3.024590015411377,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.1374571323394775,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.243467092514038,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.3513152599334717,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.45790958404541,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.5592548847198486,1,20,2.5,8,0,10
2025-03-28 13:52:59,3.6703133583068848,1,20,3.0,8,0,12
2025-03-28 13:52:59,3.774571418762207,1,20,2.75,8,0,11
2025-03-28 13:52:59,3.8866207599639893,1,20,2.75,8,0,11
2025-03-28 13:52:59,3.9886577129364014,1,20,2.75,8,0,11
