timestamp,simulation_time,hour,day_of_week,zone_id,direction,vehicle_count,traffic_pattern
2025-03-28 13:39:34,1,0,0,zone_1,unknown,7,night
2025-03-28 13:39:34,1,0,0,zone_2,unknown,8,night
2025-03-28 13:39:34,1,0,0,zone_3,unknown,0,night
2025-03-28 13:39:34,1,0,0,zone_4,unknown,7,night
2025-03-28 13:39:34,2,0,0,zone_1,unknown,6,night
2025-03-28 13:39:34,2,0,0,zone_2,unknown,8,night
2025-03-28 13:39:34,2,0,0,zone_3,unknown,0,night
2025-03-28 13:39:34,2,0,0,zone_4,unknown,7,night
2025-03-28 13:39:34,3,0,0,zone_1,unknown,6,night
2025-03-28 13:39:34,3,0,0,zone_2,unknown,8,night
2025-03-28 13:39:34,3,0,0,zone_3,unknown,0,night
2025-03-28 13:39:34,3,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,4,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,4,0,0,zone_2,unknown,8,night
2025-03-28 13:39:35,4,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,4,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,5,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,5,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,5,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,5,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,6,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,6,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,6,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,6,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,7,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,7,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,7,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,7,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,8,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,8,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,8,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,8,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,9,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,9,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,9,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,9,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,10,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,10,0,0,zone_2,unknown,7,night
2025-03-28 13:39:35,10,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,10,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,11,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,11,0,0,zone_2,unknown,6,night
2025-03-28 13:39:35,11,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,11,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,12,0,0,zone_1,unknown,6,night
2025-03-28 13:39:35,12,0,0,zone_2,unknown,6,night
2025-03-28 13:39:35,12,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,12,0,0,zone_4,unknown,7,night
2025-03-28 13:39:35,13,0,0,zone_1,unknown,5,night
2025-03-28 13:39:35,13,0,0,zone_2,unknown,6,night
2025-03-28 13:39:35,13,0,0,zone_3,unknown,0,night
2025-03-28 13:39:35,13,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,14,0,0,zone_1,unknown,5,night
2025-03-28 13:39:36,14,0,0,zone_2,unknown,6,night
2025-03-28 13:39:36,14,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,14,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,15,0,0,zone_1,unknown,5,night
2025-03-28 13:39:36,15,0,0,zone_2,unknown,5,night
2025-03-28 13:39:36,15,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,15,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,16,0,0,zone_1,unknown,4,night
2025-03-28 13:39:36,16,0,0,zone_2,unknown,5,night
2025-03-28 13:39:36,16,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,16,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,17,0,0,zone_1,unknown,3,night
2025-03-28 13:39:36,17,0,0,zone_2,unknown,4,night
2025-03-28 13:39:36,17,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,17,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,18,0,0,zone_1,unknown,3,night
2025-03-28 13:39:36,18,0,0,zone_2,unknown,3,night
2025-03-28 13:39:36,18,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,18,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,19,0,0,zone_1,unknown,2,night
2025-03-28 13:39:36,19,0,0,zone_2,unknown,2,night
2025-03-28 13:39:36,19,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,19,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,20,0,0,zone_1,unknown,2,night
2025-03-28 13:39:36,20,0,0,zone_2,unknown,1,night
2025-03-28 13:39:36,20,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,20,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,21,0,0,zone_1,unknown,3,night
2025-03-28 13:39:36,21,0,0,zone_2,unknown,0,night
2025-03-28 13:39:36,21,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,21,0,0,zone_4,unknown,7,night
2025-03-28 13:39:36,22,0,0,zone_1,unknown,3,night
2025-03-28 13:39:36,22,0,0,zone_2,unknown,0,night
2025-03-28 13:39:36,22,0,0,zone_3,unknown,0,night
2025-03-28 13:39:36,22,0,0,zone_4,unknown,7,night
2025-03-28 13:39:37,23,0,0,zone_1,unknown,3,night
2025-03-28 13:39:37,23,0,0,zone_2,unknown,0,night
2025-03-28 13:39:37,23,0,0,zone_3,unknown,1,night
2025-03-28 13:39:37,23,0,0,zone_4,unknown,7,night
2025-03-28 13:39:37,24,0,0,zone_1,unknown,2,night
2025-03-28 13:39:37,24,0,0,zone_2,unknown,0,night
2025-03-28 13:39:37,24,0,0,zone_3,unknown,1,night
2025-03-28 13:39:37,24,0,0,zone_4,unknown,7,night
2025-03-28 13:39:37,25,0,0,zone_1,unknown,2,night
2025-03-28 13:39:37,25,0,0,zone_2,unknown,0,night
2025-03-28 13:39:37,25,0,0,zone_3,unknown,1,night
2025-03-28 13:39:37,25,0,0,zone_4,unknown,7,night
2025-03-28 13:39:37,26,0,0,zone_1,unknown,3,night
2025-03-28 13:39:37,26,0,0,zone_2,unknown,0,night
