timestamp,simulation_time,hour,day_of_week,zone_id,direction,vehicle_count,traffic_pattern
2025-03-28 13:47:19,1,0,0,zone_1,unknown,3,night
2025-03-28 13:47:19,1,0,0,zone_2,unknown,0,night
2025-03-28 13:47:19,1,0,0,zone_3,unknown,6,night
2025-03-28 13:47:19,1,0,0,zone_4,unknown,1,night
2025-03-28 13:47:19,2,0,0,zone_1,unknown,3,night
2025-03-28 13:47:19,2,0,0,zone_2,unknown,0,night
2025-03-28 13:47:19,2,0,0,zone_3,unknown,6,night
2025-03-28 13:47:19,2,0,0,zone_4,unknown,1,night
2025-03-28 13:47:19,3,0,0,zone_1,unknown,3,night
2025-03-28 13:47:19,3,0,0,zone_2,unknown,0,night
2025-03-28 13:47:19,3,0,0,zone_3,unknown,6,night
2025-03-28 13:47:19,3,0,0,zone_4,unknown,1,night
2025-03-28 13:47:19,4,0,0,zone_1,unknown,2,night
2025-03-28 13:47:19,4,0,0,zone_2,unknown,0,night
2025-03-28 13:47:19,4,0,0,zone_3,unknown,6,night
2025-03-28 13:47:19,4,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,5,0,0,zone_1,unknown,1,night
2025-03-28 13:47:20,5,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,5,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,5,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,6,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,6,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,6,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,6,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,7,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,7,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,7,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,7,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,8,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,8,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,8,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,8,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,9,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,9,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,9,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,9,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,10,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,10,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,10,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,10,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,11,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,11,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,11,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,11,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,12,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,12,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,12,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,12,0,0,zone_4,unknown,1,night
2025-03-28 13:47:20,13,0,0,zone_1,unknown,0,night
2025-03-28 13:47:20,13,0,0,zone_2,unknown,0,night
2025-03-28 13:47:20,13,0,0,zone_3,unknown,6,night
2025-03-28 13:47:20,13,0,0,zone_4,unknown,1,night
2025-03-28 13:47:21,14,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,14,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,14,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,14,0,0,zone_4,unknown,1,night
2025-03-28 13:47:21,15,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,15,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,15,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,15,0,0,zone_4,unknown,1,night
2025-03-28 13:47:21,16,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,16,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,16,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,16,0,0,zone_4,unknown,1,night
2025-03-28 13:47:21,17,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,17,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,17,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,17,0,0,zone_4,unknown,1,night
2025-03-28 13:47:21,18,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,18,0,0,zone_2,unknown,1,night
2025-03-28 13:47:21,18,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,18,0,0,zone_4,unknown,2,night
2025-03-28 13:47:21,19,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,19,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,19,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,19,0,0,zone_4,unknown,2,night
2025-03-28 13:47:21,20,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,20,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,20,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,20,0,0,zone_4,unknown,2,night
2025-03-28 13:47:21,21,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,21,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,21,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,21,0,0,zone_4,unknown,2,night
2025-03-28 13:47:21,22,0,0,zone_1,unknown,0,night
2025-03-28 13:47:21,22,0,0,zone_2,unknown,0,night
2025-03-28 13:47:21,22,0,0,zone_3,unknown,6,night
2025-03-28 13:47:21,22,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,23,0,0,zone_1,unknown,0,night
2025-03-28 13:47:22,23,0,0,zone_2,unknown,0,night
2025-03-28 13:47:22,23,0,0,zone_3,unknown,6,night
2025-03-28 13:47:22,23,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,24,0,0,zone_1,unknown,0,night
2025-03-28 13:47:22,24,0,0,zone_2,unknown,0,night
2025-03-28 13:47:22,24,0,0,zone_3,unknown,6,night
2025-03-28 13:47:22,24,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,25,0,0,zone_1,unknown,0,night
2025-03-28 13:47:22,25,0,0,zone_2,unknown,0,night
2025-03-28 13:47:22,25,0,0,zone_3,unknown,6,night
2025-03-28 13:47:22,25,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,26,0,0,zone_1,unknown,1,night
2025-03-28 13:47:22,26,0,0,zone_2,unknown,0,night
2025-03-28 13:47:22,26,0,0,zone_3,unknown,6,night
2025-03-28 13:47:22,26,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,27,0,0,zone_1,unknown,1,night
2025-03-28 13:47:22,27,0,0,zone_2,unknown,0,night
2025-03-28 13:47:22,27,0,0,zone_3,unknown,6,night
2025-03-28 13:47:22,27,0,0,zone_4,unknown,2,night
2025-03-28 13:47:22,28,0,0,zone_1,unknown,0,night
2025-03-28 13:47:22,28,0,0,zone_2,unknown,0,night
